nome,preco,ano,km,vendedor,localização,link,historico,vistoria,marca,motor
Chevrolet Onix 1.0 Flex Plus Lt Manual,84890.0,2024,53133,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5037170480-chevrolet-onix-10-flex-plus-lt-manual-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,68490.0,2023,43983,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5036831362-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67790.0,2023,51098,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836093491-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D5%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Hyundai Hb20s 1.0 12v Flex Comfort Manual,80390.0,2024,48050,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5036487472-hyundai-hb20s-10-12v-flex-comfort-manual-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual,83490.0,2023,30340,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3835995533-chevrolet-onix-10-turbo-flex-plus-ltz-manual-_JM#position%3D7%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.0
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual,83590.0,2023,32615,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3835968007-chevrolet-onix-10-turbo-flex-plus-ltz-manual-_JM#position%3D8%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.0
Fiat Toro 2.0 16v Turbo Diesel Ultra 4wd At9,122990.0,2021,67891,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031982816-fiat-toro-20-16v-turbo-diesel-ultra-4wd-at9-_JM#position%3D9%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,2.0
Fiat Cronos 1.0 Firefly Flex Drive Manual,69490.0,2023,49860,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031933940-fiat-cronos-10-firefly-flex-drive-manual-_JM#position%3D10%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,68390.0,2023,52836,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031908578-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D11%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Strada 1.4 Fire Flex Endurance Cs Manual,84590.0,2023,25320,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031994948-fiat-strada-14-fire-flex-endurance-cs-manual-_JM#position%3D12%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,0,0,Fiat,1.4
Chevrolet Spin 1.8 Premier 8v Flex 4p Automático,114090.0,2024,56380,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5056836134-chevrolet-spin-18-premier-8v-flex-4p-automatico-_JM#position%3D13%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.8
Peugeot 3008 1.6 16v Thp Gasolina Griffe Automático,189290.0,2022,42591,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3846963785-peugeot-3008-16-16v-thp-gasolina-griffe-automatico-_JM#position%3D14%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Peugeot,1.6
Hyundai Hb20 1.0 12v Flex Sense Manual,64890.0,2023,52809,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5055506334-hyundai-hb20-10-12v-flex-sense-manual-_JM#position%3D15%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Strada 1.4 Fire Flex Endurance Cs Manual,82590.0,2022,50092,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3845904563-fiat-strada-14-fire-flex-endurance-cs-manual-_JM#position%3D16%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.4
Hyundai Hb20 1.0 12v Flex Comfort Manual,63990.0,2023,59349,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3845844925-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D17%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Toro 2.0 16v Turbo Diesel Volcano 4wd At9,138390.0,2022,45314,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5053262378-fiat-toro-20-16v-turbo-diesel-volcano-4wd-at9-_JM#position%3D18%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,2.0
Volkswagen Voyage 1.0 12v Mpi Totalflex 4p Manual,62890.0,2023,43683,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3845270431-volkswagen-voyage-10-12v-mpi-totalflex-4p-manual-_JM#position%3D19%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Volkswagen,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,63990.0,2023,64805,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5052723938-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D20%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Toro 1.3 Turbo 270 Flex Freedom At6,127590.0,2023,48183,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3844817647-fiat-toro-13-turbo-270-flex-freedom-at6-_JM#position%3D21%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.3
Hyundai Hb20 1.0 12v Flex Comfort Manual,63990.0,2023,59613,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3844452363-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D22%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,63990.0,2023,69778,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3844452339-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D23%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Chevrolet Onix 1.0 Flex Manual,67990.0,2023,72518,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031909338-chevrolet-onix-10-flex-manual-_JM#position%3D24%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,0,0,Chevrolet,1.0
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual,79490.0,2023,51575,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031921324-chevrolet-onix-10-turbo-flex-plus-ltz-manual-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,0,0,Chevrolet,1.0
Jeep Renegade 1.8 16v Flex Longitude 4p Automático,91090.0,2021,79919,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031958924-jeep-renegade-18-16v-flex-longitude-4p-automatico-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Jeep,1.8
Volkswagen Virtus 1.0 Comfortline 200 Tsi Aut. 4p,78000.0,2020,84000,Vendedor indepedente,Cachoeira,https://carro.mercadolivre.com.br/MLB-3813401815-virtus-comfortline-200-tsi-automatico-20192020-conservado-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,0,0,Volkswagen,1.0
Volkswagen Gol 1.6 Msi Comfortline Total Flex 5p,42000.0,2017,83000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5049140728-volkswagen-gol-2017-16-msi-comfortline-total-flex-5p-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,0,0,Volkswagen,1.6
Hyundai Hb20 1.0 Tgdi Flex Comfort Automático,85990.0,2023,46171,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5043657328-hyundai-hb20-10-tgdi-flex-comfort-automatico-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6,110990.0,2023,48102,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839592547-jeep-renegade-13-t270-turbo-flex-longitude-at6-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Jeep,1.3
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,120890.0,2023,47324,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839520833-chevrolet-tracker-12-turbo-flex-premier-automatico-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.2
Chevrolet Onix 1.0 Flex Manual,70890.0,2023,48772,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839605233-chevrolet-onix-10-flex-manual-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.0
Jeep Compass 1.3 T270 Turbo Flex Longitude At6,139190.0,2022,48261,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839618041-jeep-compass-13-t270-turbo-flex-longitude-at6-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Jeep,1.3
Fiat Argo 1.0 Firefly Flex Manual,65190.0,2023,49848,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5041958710-fiat-argo-10-firefly-flex-manual-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Fiat Argo 1.0 Firefly Flex Manual,65590.0,2023,42756,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3838466075-fiat-argo-10-firefly-flex-manual-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67790.0,2023,51718,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3838111105-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,67990.0,2023,48247,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3838110909-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,67990.0,2023,48050,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5041025852-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Ford Fiesta 1.0 Flex 5p,22000.0,2012,170000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3799940117-ford-fiesta-2012-10-flex-5p-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,0,0,Ford,1.0
Chevrolet Onix 1.0 Flex Plus Lt Manual,75090.0,2023,33368,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3837811931-chevrolet-onix-10-flex-plus-lt-manual-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Chevrolet,1.0
Volkswagen Voyage 1.0 12v Mpi Totalflex 4p Manual,62890.0,2023,43972,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3837222561-volkswagen-voyage-10-12v-mpi-totalflex-4p-manual-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Volkswagen,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,67990.0,2023,49999,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5037695458-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Fiat Mobi 1.0 Evo Flex Like. Manual,54190.0,2023,46992,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5037169306-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67690.0,2023,52440,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836092483-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Cronos 1.0 Firefly Flex Drive Manual,75890.0,2023,48990,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836065981-fiat-cronos-10-firefly-flex-drive-manual-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67790.0,2023,50763,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836114051-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Fiat Fiorino 1.4 Mpi Furgão Endurance 8v Flex 2p Manual,99090.0,2024,53753,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5036598852-fiat-fiorino-14-mpi-furgo-endurance-8v-flex-2p-manual-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Fiat,1.4
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6,108790.0,2023,44322,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3835934311-jeep-renegade-13-t270-turbo-flex-longitude-at6-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Jeep,1.3
Chevrolet Picape Cabine Dupla S10 2.8 Ctdi Ls 4wd (cabine Dupla),167740.0,2023,48410,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3841993299-s10-cabine-dupla-28-ctdi-ls-4wd-cabine-dupla-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Chevrolet,2.8
Renault Stepway 1.6 16v Sce Flex Iconic X-tronic,88890.0,2023,47965,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5045754948-renault-stepway-16-16v-sce-flex-iconic-x-tronic-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Renault,1.6
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,141890.0,2024,49559,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031921558-chevrolet-tracker-12-turbo-flex-premier-automatico-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Chevrolet,1.2
Fiat Pulse 1.3 Flex Drive Manual,95690.0,2023,55293,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031968936-fiat-pulse-13-flex-drive-manual-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Fiat,1.3
Hyundai Hb20 1.0 12v Flex Comfort Manual,68590.0,2023,49744,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031908618-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D5%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Fiat Mobi 1.0 Evo Flex Like. Manual,54090.0,2023,48852,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5038379472-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Fiat,1.0
Hyundai Hb20 Sense 1.0 (flex),65750.0,2023,36075,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5033019562-hb20-sense-10-flex-_JM#position%3D7%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Volkswagen Gol 1.0 12v (flex),57560.0,2023,49861,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3829821411-gol-10-12v-flex-_JM#position%3D8%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Volkswagen,1.0
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,149990.0,2024,16062,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031969732-chevrolet-tracker-12-turbo-flex-premier-automatico-_JM#position%3D9%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Chevrolet,1.2
Fiat Mobi Like 1.0 (flex),59500.0,2024,45138,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5020160284-mobi-like-10-flex-_JM#position%3D10%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Fiat,1.0
Peugeot 208 Like Essencial 1.6 (flex),60770.0,2022,54098,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5020197282-208-like-essencial-16-flex-_JM#position%3D11%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Peugeot,1.6
Volkswagen Gol 1.0 12v (flex),56980.0,2023,50831,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4869839450-gol-10-12v-flex-_JM#position%3D12%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Volkswagen,1.0
Mercedes-benz Classe A 1.6 Classic 5p,13800.0,2004,173658,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3800588167-mercedes-benz-classe-a-16-classic-5p-_JM#position%3D13%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Mercedes-benz,1.6
Fiat Mobi Like 1.0 (flex),60100.0,2024,34127,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3823728703-mobi-like-10-flex-_JM#position%3D14%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Fiat,1.0
Hyundai Hb20 Platinum 1.0 Turbo At (flex),82400.0,2022,57341,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3821970553-hb20-platinum-bluelink-10-turbo-flex-aut-_JM#position%3D15%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Ford Focus 1.6 Gl Flex 5p,36000.0,2010,17692,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5005384582-ford-focus-2010-16-gl-flex-5p-_JM#position%3D16%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Ford,1.6
Chevrolet Prisma 1.4 Ltz 4p,58000.0,2019,115000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4900371150-chevrolet-prisma-2019-14-ltz-4p-_JM#position%3D17%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Chevrolet,1.4
Hyundai Creta 1.0 Tgdi Flex Platinum Automático,150490.0,2024,17422,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031926976-hyundai-creta-10-tgdi-flex-platinum-automatico-_JM#position%3D18%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Volkswagen Voyage 1.0 Mpi (flex),59730.0,2023,44545,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3751438481-voyage-10-mpi-flex-_JM#position%3D19%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Volkswagen,1.0
Citroën C3 1.5 Tendance Flex 5p,28500.0,2013,111000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4928438654-citroen-c3-tendance-15-flex-8v-5p-mec-2013-_JM#position%3D20%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Citroën,1.5
Chevrolet Onix Plus 1.0 Lt 4p,75500.0,2023,58400,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3813309263-chevrolet-onix-plus-10-lt-4p-_JM#position%3D21%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Chevrolet,1.0
Volkswagen Voyage 1.0 Mpi (flex),59440.0,2023,48239,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4776576960-voyage-10-mpi-flex-_JM#position%3D22%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Volkswagen,1.0
Fiat Cronos 1.0 Firefly Flex Drive Manual,69490.0,2023,48284,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031910362-fiat-cronos-10-firefly-flex-drive-manual-_JM#position%3D23%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Fiat,1.0
Citroën C3 1.0 Firefly Flex Feel Manual,68590.0,2023,47962,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031922736-citroen-c3-10-firefly-flex-feel-manual-_JM#position%3D24%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Citroën,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,68390.0,2023,51491,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031922312-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual,82890.0,2023,44081,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031994676-chevrolet-onix-10-turbo-flex-plus-ltz-manual-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Chevrolet,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,68490.0,2023,52610,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031947208-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Fiat,1.0
Volkswagen Polo 1.0 Mpi Manual,76690.0,2023,57181,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031957398-volkswagen-polo-10-mpi-manual-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Volkswagen,1.0
